ID, check_bal , num_inactive_mths , check_trans_average , num_check_acct , avg_check_bal_3mth , num_mth_since_max_bal , num_mth_since_max_neg_bal , mthly_change_in_neg_bal , mthly_change_in_pos_bal , max_bal , max_neg_bal , avg_num_active_acct_last_6_mth , avg_num_active_acct , avg_overdraft , avg_overdraft_last_6_mth , CC_wtdrw_last_3_mth , CC_wtdrw , saving_acct_bal_EOM , change_in_saving_bal_in_1mth , change_in_liquid_funds_in_1mth , liquid_funds_bal , age , CLV , Churn 
4084, -      ,1,0, -      , -      ,10,1, -      ,0,8,0,1,1, -      , -      ,187,-17, -      , -      , -      , -      ,105, -      ,1
4085, -      ,4,1, -      , -      ,10,1, -      , -      ,183, -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,46,5,1
4086, -      , -      , -      , -      , -      ,12,10, -      ,0,24,"1,633",2,2, -      , -      , -      , -      , -      , -      ,0,3,20,88,1
4087,27, -      ,4,12,21,3,1, -      ,-3,39, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,17,1,1
4088, -      ,2,3, -      ,1,6,11, -      , -      ,153,197,2, -      , -      ,89, -      , -      , -      , -      , -      , -      ,19,166,1
4089,60, -      ,2, -      ,742,5,1, -      ,-9,"2,740", -      ,2,1, -      , -      , -      , -      , -      , -      , -      , -      ,13,219,1
4090, -      ,4, -      , -      , -      ,1,1, -      , -      , -      , -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,40,64,1
4091, -      ,4,6, -      , -      ,6,1, -      , -      ,"2,736", -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,30,48,1
4092, -      ,4,1, -      , -      ,12,12, -      , -      ,"1,614","8,657",1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,117,549,1
4093, -      , -      , -      , -      , -      ,1,1, -      , -      ,0,"5,226",2,2,0,0,-7,-2, -      , -      , -      , -      ,32, -      ,1
4094,25, -      ,4,3,16,3,1, -      ,-12,24, -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,17,1,1
4095, -      ,5,0, -      , -      ,12,1, -      , -      ,13,782,1,1,0,0, -      , -      , -      , -      , -      , -      ,82,5,1
4096, -      , -      , -      , -      , -      ,1,1, -      , -      ,0,"1,691",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,25, -      ,1
4097, -      , -      ,4, -      , -      ,8,3,0, -      ,752,4,3,1,4,2, -      , -      , -      , -      , -      , -      ,46,33,1
4098, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,1,2, -      , -      ,827,233, -      , -      , -      , -      ,43,56,1
4099, -      ,1,0, -      , -      ,1,1, -      , -      , -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,60, -      ,1
4100, -      ,5,1, -      , -      ,11,1, -      , -      ,"4,691", -      ,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,34,112,1
4101, -      ,1,2, -      , -      ,1,12, -      , -      ,10,"1,807", -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,44,718,1
4102, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,50, -      ,1
4103, -      , -      ,2, -      ,0,3,12, -      , -      ,0,"1,918",2,1, -      ,2, -      , -      , -      , -      , -      , -      ,31,247,1
4104,347, -      ,3,3,108,12,1, -      ,-3,"6,018", -      ,1,2, -      , -      , -      , -      ,"4,903",-96, -      , -      ,13,154,1
4105, -      , -      ,2, -      , -      ,5,12, -      , -      ,24,"1,726",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,179,309,1
4106,6,1, -      , -      ,5,12,1, -      ,-4,7, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,190,12,1
4107,0, -      ,2,2,0,2,1, -      ,"-7,738","47,205", -      ,1,1, -      , -      , -      , -      ,"37,552","-7,738", -      , -      ,124,347,1
4108, -      ,1, -      , -      , -      ,1,1, -      , -      ,0,16,1,1, -      , -      ,"4,682","1,826", -      , -      , -      , -      ,46,231,1
4109, -      ,2,2, -      ,0,12,1, -      , -      ,"1,119", -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,18,100,1
4110,6, -      ,1, -      ,13,6,12, -      ,-5,84,"1,256",2,1, -      , -      , -      , -      ,71,-2, -      , -      ,67,35,1
4111, -      , -      , -      , -      , -      ,1,1, -      , -      ,"9,636", -      ,0,2, -      , -      ,8, -      , -      , -      , -      , -      ,95,2,1
4112,152, -      ,3,7,18,1,11,-180,54,54,202,2,2,8,155, -      , -      , -      , -      , -      , -      ,20,144,1
4113, -      , -      ,1,3, -      ,1,1, -      , -      ,0,194,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,50,2,1
4114, -      ,1,2, -      ,0,6,12,-104, -      ,2,"3,157",2, -      , -      , -      , -      , -      , -      , -      , -      , -      ,38,122,1
4115,0, -      ,2,2, -      ,12,12,-98, -      ,106,"1,935",2,1, -      , -      , -      , -      , -      , -      , -      , -      ,21,250,1
4116, -      ,2,1, -      , -      ,12,12, -      , -      ,0,"1,822",1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,45,46,1
4117,0,4,2, -      ,1,10,1, -      ,-2,748, -      ,2, -      , -      , -      , -      , -      , -      , -      , -      , -      ,30,58,1
4118,937, -      ,4,3,121,10,1, -      ,50,230, -      ,3,3, -      , -      , -      , -      , -      , -      , -      , -      ,13,15,1
4119,3, -      ,3,3,14,5,1, -      ,-15,253,1,2,2, -      , -      , -      , -      , -      , -      , -      , -      ,38,9,1
4120, -      ,5, -      , -      , -      ,11,1, -      , -      ,47, -      ,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,13,10,1
4121,3, -      ,2,2,2,2,12,-52,-2,4,"1,922",2,2, -      , -      , -      , -      , -      , -      , -      , -      ,45,82,1
4122, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,0, -      , -      , -      ,31,-29, -      , -      , -      , -      ,92, -      ,1
4123, -      ,3,1, -      , -      ,11,12, -      , -      ,6,"1,341",1, -      , -      ,7, -      , -      , -      , -      , -      , -      ,21,141,1
4124, -      ,2,4, -      ,"1,006",7,1, -      , -      ,"6,240", -      ,2,1, -      , -      , -      , -      , -      , -      , -      , -      ,56,570,1
4125, -      ,3,1, -      , -      ,12,12, -      , -      ,51,"1,692",1, -      , -      ,33, -      , -      , -      , -      , -      , -      ,67,239,1
4126, -      ,2, -      , -      , -      ,1,1, -      , -      , -      , -      ,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,25,222,1
4127,0,2,1, -      ,1,5,4, -      ,0,11,"3,747",1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,88,326,1
4128, -      ,4,1, -      , -      ,6,12, -      , -      ,22,"2,275",1, -      , -      ,6,-6,-2, -      , -      , -      , -      ,48,122,1
4129, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,0,1, -      , -      , -      , -      , -      , -      , -      , -      ,189, -      ,1
4130, -      , -      ,2, -      , -      ,9,1, -      ,-237,"23,924", -      ,1,1, -      , -      , -      , -      ,"21,013",-237, -      , -      ,13,552,1
4131, -      , -      ,1, -      , -      ,1,12,-4, -      , -      ,607,1,1,202,257, -      , -      , -      , -      , -      , -      ,68,213,1
4132,0, -      ,2,2,0,11,12,-52, -      ,0,"1,259",2,2, -      , -      , -      , -      , -      , -      , -      , -      ,55,80,1
4133,5,2, -      , -      ,4,12,1, -      ,-3,6,530, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,48,10,1
4134, -      , -      ,2,1,0,2,5,11,0,4,"2,429",2,2,11,34, -      , -      , -      , -      , -      , -      ,40,131,1
4135,3,1, -      , -      ,7,12,1, -      ,-4,153,"8,969",1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,39,87,1
4136, -      , -      , -      , -      , -      ,12,12, -      , -      ,1,"1,581",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,13,35,1
4137, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,34, -      ,1
4138, -      ,3, -      , -      , -      ,12,12, -      , -      ,43,"1,369",1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,40,33,1
4139, -      ,3,1, -      , -      ,5,12, -      , -      ,16,"1,231",1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,29,46,1
4140,19, -      ,6,6,33,3,12,-85,-23,48,"2,177",5,5, -      , -      , -      , -      , -      , -      , -      , -      ,48,88,1
4141, -      , -      , -      , -      , -      ,11,1, -      , -      ,167, -      ,2,3, -      , -      ,761,127, -      , -      , -      , -      ,53,85,1
4142, -      ,5,2, -      , -      ,6,1, -      , -      ,485, -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,161,13,1
4143,98, -      ,3,10,1,1,1, -      ,4,364, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,20,93,1
4144, -      ,3,1, -      , -      ,4,1, -      , -      ,25, -      ,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,27,0,1
4145, -      ,4, -      , -      , -      ,10,12, -      , -      ,1,"1,512", -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,31,66,1
4146, -      , -      ,0,2, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,38,328,1
4147, -      ,1,2, -      ,636,12,1, -      ,-509,"20,702", -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,13,650,1
4148, -      , -      ,2,2, -      ,1,1, -      , -      ,0,"8,362",0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,68,"15,582",1
4149, -      , -      ,4,5, -      ,8,1, -      ,-312,"57,313", -      ,3,2, -      , -      , -      , -      ,"47,737",-171,-141,"6,398",121,"1,512",1
4150, -      ,1,5, -      ,0,12,1, -      ,"-4,654","47,201", -      ,1, -      , -      , -      , -      , -      , -      ,"-4,654", -      , -      ,13,82,1
4151,0,2,3, -      ,6,12,1, -      , -      ,287, -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,29,17,1
4152, -      ,4,1, -      ,0,6,1, -      , -      ,"4,036", -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,20,145,1
4153, -      ,1,1, -      , -      ,1,1, -      , -      , -      ,2, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,93,1,1
4154,2,1,1, -      ,6,2,1, -      ,-13,15, -      ,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,17,0,1
4155, -      ,1, -      , -      , -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,83,28,1
4156, -      , -      ,2,2, -      ,2,1, -      ,-989,"7,442", -      ,1,1, -      , -      , -      , -      , -      ,-989, -      , -      ,104,253,1
4157,4,4, -      , -      ,3,12,1, -      ,-2,4,"1,444",0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,29,7,1
4158,4, -      ,4,2,5,12,1, -      ,-8,158, -      ,2,2, -      , -      , -      , -      , -      , -      , -      , -      ,55,2,1
4159, -      ,3,2, -      ,0,4,5, -      , -      ,381,"3,627",2, -      , -      ,181, -      , -      , -      , -      , -      , -      ,42,196,1
4160, -      ,5, -      , -      , -      ,10,1, -      ,0,24, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,121,0,1
4161, -      ,1, -      , -      , -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,625,-1, -      , -      , -      , -      ,83,29,1
4162, -      ,2,1, -      , -      ,4,1, -      , -      ,726,983,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,44,12,1
4163,491, -      ,5,2,17,12,1, -      ,47,386, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,17,4,1
4164,0, -      ,2,2, -      ,12,11,-65, -      ,30,755,2,2, -      , -      , -      , -      , -      , -      , -      , -      ,161,149,1
4165, -      , -      ,1, -      , -      ,1,6, -      , -      ,0,"7,235",1,1, -      ,16, -      , -      , -      , -      , -      , -      ,92,94,1
4166,6,1, -      , -      ,5,12,1, -      ,-3,7,"1,184", -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,29,12,1
4167,1,2,0, -      ,1,1,1, -      , -      ,1, -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,133, -      ,1
4168, -      ,4,1, -      , -      ,8,1, -      , -      ,887, -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,61,89,1
4169, -      ,1,0, -      , -      ,1,11, -      , -      , -      ,0, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,93, -      ,1
4170, -      , -      ,2,5, -      ,12,12,-371, -      ,"2,539","4,808",4,3,194,93, -      , -      , -      , -      , -      , -      ,24,637,1
4171,6, -      ,0, -      ,6,3,1, -      ,0,6, -      ,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,37,91,1
4172,0,3,1, -      ,0,12,1, -      ,0,"5,032", -      ,2,2, -      , -      , -      , -      , -      , -      , -      , -      ,112,65,1
4173, -      ,1,4, -      ,119,2,11, -      ,"-49,525","49,525",0,1,1, -      , -      , -      , -      , -      ,"-49,168", -      , -      ,25,586,1
4174, -      , -      , -      , -      , -      ,10,1, -      ,0,21, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,145, -      ,1
4175,0, -      ,4,4,0,2,12,-478,0,0,"9,300",2,4, -      , -      , -      , -      , -      , -      , -      , -      ,45,206,1
4176, -      ,1,10, -      , -      ,11,1, -      , -      ,248, -      ,2, -      , -      , -      , -      , -      , -      , -      , -      , -      ,61,58,1
4177, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,69, -      ,1
4178,31, -      , -      , -      ,25,9,1, -      ,-17,35,"3,529",2,2, -      , -      , -      , -      , -      , -      , -      , -      ,34,880,1
4179,5, -      ,1,3,1,11,1, -      ,3,47, -      ,1,2, -      , -      , -      , -      , -      , -      , -      , -      ,15,0,1
4180, -      , -      ,2, -      ,0,10,12,-525,0,329,"3,574",2,1, -      , -      , -      , -      , -      , -      , -      , -      ,58,519,1
4181, -      ,1,0, -      , -      ,10,1, -      ,0,"4,653", -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,95,0,1
4182, -      ,5,0, -      , -      ,12,1, -      , -      ,"1,809", -      ,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,43,57,1
4183,"1,560", -      ,3,6,25,1,1, -      ,52,60, -      ,2,3, -      , -      , -      , -      , -      , -      , -      , -      ,93,7,1
4184, -      ,4,0, -      , -      ,1,12, -      , -      ,83,112,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,20,27,1
4185, -      , -      , -      , -      , -      ,11,1, -      ,-194,"13,861", -      ,1,1, -      , -      , -      , -      ,"12,180",-194, -      , -      ,77,260,1
4186,0, -      ,2,2, -      ,2,11,-242,0,0,"3,220",2,2, -      , -      , -      , -      , -      , -      , -      , -      ,61,248,1
4187, -      ,1,0, -      , -      ,10,1, -      ,0,2, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,95,0,1
4188,1,1,1, -      ,13,5,1, -      ,-5,423, -      ,2,1, -      , -      , -      , -      , -      , -      , -      , -      ,20,10,1
4189,28, -      ,7,8,101,3,4, -      ,-30,250,2,3,3, -      ,1, -      , -      , -      , -      , -      , -      ,56,8,1
4190,2,2,4, -      ,15,4,1, -      ,-1,81,"1,260",2, -      , -      , -      , -      , -      , -      , -      , -      , -      ,136,7,1
4191, -      ,2, -      , -      , -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,45, -      ,1
4192,1, -      ,2,4,0,5,12,-394,0,1,"8,620",2,2, -      , -      , -      , -      , -      , -      , -      , -      ,163,803,1
4193,"4,484", -      ,10,10,"2,592",1,1, -      ,"1,731","3,887", -      ,4,4, -      , -      , -      , -      , -      , -      , -      , -      ,39,258,1
4194, -      , -      ,2, -      , -      ,4,1, -      , -      ,1, -      ,2,2, -      , -      , -      , -      , -      , -      , -      , -      ,83,33,1
4195, -      ,4, -      , -      , -      ,1,11, -      , -      , -      ,82, -      , -      , -      , -      ,1,0, -      , -      , -      , -      ,115,75,1
4196,384, -      ,2,1,36,9,1, -      ,-44,292, -      ,2,2, -      , -      , -      , -      , -      , -      , -      , -      ,27,59,1
4197,319, -      ,1,2,19,1,1, -      ,58,111, -      ,0,1, -      , -      , -      , -      , -      , -      , -      , -      ,18,71,1
4198,43, -      ,0,1,31,12,1, -      ,-37,85, -      ,1,2, -      , -      , -      , -      , -      , -      , -      , -      ,54,7,1
4199, -      ,3, -      , -      , -      ,1,1, -      , -      , -      , -      ,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,41,1,1
4200, -      , -      ,3, -      ,0,6,12,-248,0,0,"3,595",2,2, -      , -      , -      , -      , -      , -      , -      , -      ,45,294,1
4201,0, -      ,2,2, -      ,1,12,-64,0,0,"1,366",2,2, -      , -      ,0,0, -      , -      , -      , -      ,133,47,1
4202,45, -      ,0, -      ,49,12,1, -      ,-5,483, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,75,186,1
4203,58, -      , -      , -      ,50,12,1, -      ,-26,67, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,46,98,1
4204, -      , -      , -      , -      , -      ,1,12, -      , -      ,5,"3,578",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,34,141,1
4205, -      , -      ,6,6, -      ,12,1, -      ,-249,"25,126", -      ,1,2, -      , -      ,1,0,"21,702",-249, -      , -      ,48,623,1
4206, -      ,1,19, -      ,216,5,1, -      ,-348,534, -      ,4,2, -      , -      , -      , -      , -      , -      , -      , -      ,15,42,1
4207,429, -      ,2,2,25,2,12, -      ,-30,44,4,2,3, -      , -      , -      , -      , -      , -      , -      , -      ,27,3,1
4208,14, -      , -      , -      ,12,9,1, -      ,-8,16,"1,529", -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,31,235,1
4209, -      ,3, -      , -      , -      ,1,1, -      , -      , -      , -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,30,56,1
4210,1, -      ,6,3,"1,032",7,1, -      ,45,"29,380", -      ,2,2, -      , -      , -      , -      ,"26,543","3,125", -      , -      ,13,421,1
4211,1,1,5, -      ,16,7,7, -      ,0,197,264,3,1, -      ,32, -      , -      , -      , -      , -      , -      ,20,54,1
4212,0,2,0, -      ,3,11,1, -      ,0,442, -      ,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,76,8,1
4213, -      ,2,0, -      , -      ,7,1, -      , -      ,"2,581", -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,14,40,1
4214, -      ,5, -      , -      , -      ,12,12, -      , -      ,457,"8,448",0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,18,210,1
4215,480, -      ,8,15,20,5,1, -      ,22,162, -      ,3,2, -      , -      , -      , -      , -      , -      , -      , -      ,13,112,1
4216, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,133, -      ,1
4217,1,1,1, -      ,2,2,1, -      ,-3,4, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,56,8,1
4218,"2,271", -      ,4,4,"2,261",4,1, -      ,-98,"2,372", -      ,4,3, -      , -      , -      , -      , -      , -      , -      , -      ,24,236,1
4219, -      , -      ,1, -      , -      ,12,12, -      , -      ,255,"1,584",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,20,405,1
4220,0,4,1, -      ,0,2,1, -      ,0,0, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,70,112,1
4221, -      ,2, -      , -      , -      ,1,1, -      , -      , -      , -      ,0, -      , -      , -      ,1,1, -      , -      , -      , -      ,104,1,1
4222, -      , -      ,2,2, -      ,2,12,-93,0,24,"1,827",2,1, -      , -      , -      , -      , -      , -      , -      , -      ,36,261,1
4223, -      , -      , -      , -      , -      ,12,1, -      , -      ,24, -      ,1, -      , -      , -      ,397,94, -      , -      , -      , -      ,20,17,1
4224,11, -      ,1, -      ,15,3,12, -      ,-4,27,"1,687",2,1, -      ,14, -      , -      , -      , -      , -      , -      ,25,204,1
4225,368, -      ,1,5,166,6,1, -      ,60,312, -      ,2,2, -      , -      , -      , -      , -      , -      , -      , -      ,71,51,1
4226, -      ,3,3, -      , -      ,5,12, -      , -      ,"1,508",368,1, -      , -      ,93, -      , -      , -      , -      , -      , -      ,30,302,1
4227, -      ,5,0, -      , -      ,12,12, -      , -      ,4,885,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,59,57,1
4228, -      ,1,1, -      , -      ,12,1, -      ,-101,860, -      ,1, -      , -      , -      , -      , -      , -      , -      ,-101, -      ,46,67,1
4229,2,1,2, -      ,6,7,1, -      ,-12,83, -      ,2,1, -      , -      , -      , -      , -      , -      , -      , -      ,27,14,1
4230,64, -      , -      , -      ,68,11,1, -      ,-5,111, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,18,74,1
4231,1,5, -      , -      ,0,11,1, -      ,0,165, -      ,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,17,0,1
4232, -      , -      , -      , -      , -      ,12,1, -      ,0,25, -      ,1,1, -      , -      , -      , -      , -      , -      ,0,23,65,1,1
4233, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,75, -      ,1
4234,48, -      ,1, -      ,89,11,1, -      ,-22,"1,169", -      ,3,4, -      , -      , -      , -      ,755,-13, -      , -      ,88,187,1
4235, -      , -      ,2,2, -      ,12,12,-91, -      ,84,"2,300",3,2, -      ,60,0, -      , -      , -      , -      , -      ,13,326,1
4236, -      ,1, -      , -      , -      ,1,1, -      , -      ,209, -      ,1,1, -      , -      ,148,49, -      , -      , -      , -      ,20,4,1
4237, -      ,3, -      , -      , -      ,1,1, -      , -      ,5,"16,961",1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,24, -      ,1
4238,12, -      ,0, -      ,4,1,1, -      ,9,10, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,155,0,1
4239,3,3,0, -      ,3,1,1, -      , -      ,3, -      ,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,12, -      ,1
4240,3, -      ,6,5,0,9,7,-95,0,1,134,2,2,38,105, -      , -      , -      , -      , -      , -      ,71,168,1
4241, -      ,1,2,2, -      ,1,12,-8, -      , -      ,143,0, -      , -      ,2, -      , -      , -      , -      , -      , -      ,25,0,1
4242, -      , -      ,2, -      , -      ,9,12, -      , -      ,208,"32,314",2,2, -      ,23, -      , -      , -      , -      , -      , -      ,190,"1,526",1
4243, -      , -      ,4,2, -      ,1,12,-63, -      ,2,"2,652",5,4,129,164, -      , -      , -      , -      , -      , -      ,25,360,1
4244,0,5,0, -      ,0,2,1, -      ,0,0, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,86,"10,133",1
4245, -      ,5,1, -      , -      ,1,7, -      , -      ,3,187,1, -      , -      ,18, -      , -      , -      , -      , -      , -      ,82,210,1
4246, -      , -      , -      , -      , -      ,12,12, -      , -      ,"2,947","10,586",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,44,183,1
4247,1,4,0, -      ,0,5,12, -      ,0,169,"1,232",0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,67,383,1
4248,435, -      ,3,2,23,12,1, -      ,-10,78,19,3,2, -      , -      , -      , -      , -      , -      , -      , -      ,31,26,1
4249, -      ,1, -      , -      , -      ,1,1, -      , -      ,0,"11,471",1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,50, -      ,1
4250, -      ,4,1, -      , -      ,10,12, -      , -      ,262,"4,849",1, -      , -      ,6, -      , -      , -      , -      , -      , -      ,31,21,1
4251, -      ,3, -      , -      , -      ,1,1, -      , -      ,0,179,1,1, -      , -      ,-140,-21, -      , -      , -      , -      ,34,27,1
4252,30, -      , -      , -      ,30,12,1, -      ,-1,35,"1,842",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,29,4,1
4253, -      ,5, -      , -      , -      ,1,1, -      , -      ,0,871,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,42, -      ,1
4254,"9,115", -      ,3,2,488,5,1, -      ,-144,"9,642", -      ,1,2, -      , -      , -      , -      , -      ,"-1,601", -      , -      ,52,147,1
4255, -      , -      , -      , -      , -      ,1,1, -      , -      ,0,"1,825",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,24,"1,591",1
4256, -      ,2, -      , -      , -      ,1,12, -      , -      ,9,"1,814",1,1, -      , -      ,-31,-2, -      , -      , -      , -      ,29,105,1
4257, -      ,3,1, -      , -      ,4,1, -      , -      ,15,185, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,27,1,1
4258,0,2,2, -      ,0,2,5, -      ,0,8,"1,316",1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,44,8,1
4259, -      ,4,1, -      , -      ,1,1, -      , -      ,24,276,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,64,10,1
4260,0, -      ,2,2,0,12,12,-451, -      ,174,"5,463",2,2, -      , -      , -      , -      , -      , -      , -      , -      ,13,261,1
4261, -      ,5,1, -      ,0,5,8, -      , -      ,1,"38,395",0, -      , -      , -      ,1,0, -      , -      , -      , -      ,155,516,1
4262,489, -      ,2,2,13,5,1, -      ,16,213, -      ,2,1, -      , -      , -      , -      , -      , -      , -      , -      ,18,9,1
4263, -      ,2, -      , -      , -      ,1,1, -      , -      ,0, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,23, -      ,1
4264, -      ,2,4, -      ,1,7,1, -      , -      ,"1,284",96,3,1,0, -      , -      , -      , -      , -      , -      , -      ,65,54,1
4265, -      ,3,1, -      , -      ,5,1, -      , -      ,"7,311", -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,83,62,1
4266, -      ,1,0, -      , -      ,10,10, -      ,0,403,181, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,56,42,1
4267,792, -      ,6,7,265,4,2,-1,193,"2,543",1,3,4, -      ,0, -      , -      , -      , -      , -      , -      ,63,148,1
4268,480, -      ,14,12,136,1,8,-3,94,184,14,4,4,0,3, -      , -      , -      , -      , -      , -      ,20,15,1
4269, -      , -      , -      , -      , -      ,8,12, -      , -      ,219,"2,643",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,44,457,1
4270,3,2, -      , -      ,3,11,12, -      ,0,463,"1,585",1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,41,70,1
4271, -      ,2, -      , -      , -      ,1,1, -      , -      , -      , -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,17, -      ,1
4272,0, -      ,0,2,0,3,1, -      ,0,13,979, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,29,0,1
4273, -      ,3, -      , -      , -      ,1,1, -      , -      , -      , -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,19,56,1
4274, -      , -      , -      , -      , -      ,12,12, -      , -      ,23,716,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,69,139,1
4275,2,4,0, -      ,2,12,1, -      ,-1,12, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,46,4,1
4276, -      ,5,0, -      , -      ,9,1, -      , -      ,2, -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,117,195,1
4277,2,1,2, -      ,9,10,1, -      ,-15,45, -      ,2,1, -      , -      , -      , -      , -      , -      , -      , -      ,27,26,1
4278,2, -      ,3,1,5,4,4, -      ,0,114,7,2,2, -      ,0, -      , -      , -      , -      , -      , -      ,18,17,1
